id,name,ingredient,image,main
425632,焗牛油果,牛油果、圣女果、马苏里拉芝士、沙拉酱、番茄酱。,https://i8.meishichina.com/attachment/recipe/2018/11/04/2018110415413175431099012879.jpg?x-oss-process=style/f320x240,main
425619,松茸鸡汤面,干细面、虫草花、黄芯菜头、松茸鸡汤、盐、小米椒。,https://i8.meishichina.com/attachment/recipe/2018/11/04/20181104154131300717410449735.jpg?x-oss-process=style/f320x240,main
425595,美味手抓饼,面粉、开水、冷水、盐。,https://i8.meishichina.com/attachment/recipe/2018/11/04/2018110415413079276715666968441.jpg?x-oss-process=style/f320x240,main
368584,麻酱花卷,面粉、芝麻酱、盐、酵母。,https://i8.meishichina.com/attachment/recipe/2018/01/02/2018010215148592071401046968441.jpg?x-oss-process=style/f320x240,main
425575,酸汤大肉莲菜水饺,大肉馅、莲菜、面粉、料酒、五香粉、葱姜水、蒜苗、芝麻、香油、醋、生抽、辣椒油、虾皮、香菜、味精、胡椒粉。,https://i8.meishichina.com/attachment/recipe/2018/11/04/2018110415412977156092466968441.jpg?x-oss-process=style/f320x240,main
425569,汤面小油饼,面粉、面酵子、碱面、盐。,https://i8.meishichina.com/attachment/recipe/2018/11/04/2018110415412955146606136968441.jpg?x-oss-process=style/f320x240,main
425537,海鲜炒饭,米饭、豌豆、玉米、小鱿鱼、虾仁、葱、花生油、盐、太太乐蔬之鲜。,https://i8.meishichina.com/attachment/recipe/2018/11/03/20181103154125758593910667631.jpg?x-oss-process=style/f320x240,main
425533,胡萝卜鸡肉饼,鸡脯肉、胡萝卜、葱、玉米、油、盐、五香粉、姜粉。,https://i8.meishichina.com/attachment/recipe/2018/11/03/20181103154125581719810667631.jpg?x-oss-process=style/f320x240,main
425528,芝麻紫薯芝士饼,紫薯、芝麻、面粉、芝士、油。,https://i8.meishichina.com/attachment/recipe/2018/11/03/20181103154125445190410667631.jpg?x-oss-process=style/f320x240,main
425527,扇贝锅贴,扇贝、老黄瓜、白蘑菇、豆腐、鸡蛋、盐、生抽、葱。,https://i8.meishichina.com/attachment/recipe/2018/11/03/20181103154125321138410746115.jpg?x-oss-process=style/f320x240,main
